# Profile data generated by Devel::NYTProf::Reader
# Version: v6.14
# More information at http://metacpan.org/release/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,my ($filtered, $msg) = $filter->apply($record);
0.000000,0,0.000000,if ($filtered) {
0.000000,0,0.000000,process_record($filtered);
0.000000,0,0.000000,} else {
0.000000,0,0.000000,log_error("Record failed: $msg");
0.000000,0,0.000000,}
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,=cut
0.000000,0,0.000000,
0.000000,0,0.000000,sub set_required {
0.000000,0,0.000000,my ($self, @fields)	= @_;
0.000000,0,0.000000,@fields 			= ref $fields[0] eq 'ARRAY' ? $fields[0]->@* : @fields;
0.000000,0,0.000000,my @required		= grep { defined } @fields;
0.000000,0,0.000000,$self->{required}	= @required ? [ @required ] : [];
0.000000,0,0.000000,return $self;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,sub set_accepted {
0.000000,0,0.000000,my ($self, @fields)	= @_;
0.000000,0,0.000000,@fields 			= ref $fields[0] eq 'ARRAY' ? $fields[0]->@* : @fields;
0.000000,0,0.000000,my @accepted		= grep { defined } @fields;
0.000000,0,0.000000,$self->{accepted}	= @accepted ? [ @accepted ] : [];
0.000000,0,0.000000,return $self;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,sub accept_all {
0.000000,0,0.000000,my ($self)			= @_;
0.000000,0,0.000000,$self->{accepted}	= ['*'];
0.000000,0,0.000000,return $self;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,sub accept_none {
0.000000,0,0.000000,my ($self)			= @_;
0.000000,0,0.000000,$self->{accepted}	= [];
0.000000,0,0.000000,return $self;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,sub set_excluded {
0.000000,0,0.000000,my ($self, @fields)	= @_;
0.000000,0,0.000000,@fields				= ref $fields[0] eq 'ARRAY' ? $fields[0]->@* : @fields;
0.000000,0,0.000000,my @excluded		= grep { defined } @fields;
0.000000,0,0.000000,$self->{excluded}	= @excluded ? [ @excluded ] : [];
0.000000,0,0.000000,return $self;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,sub apply {
0.000229,10000,0.000000,my ($self,$args) = @_;
0.000376,10000,0.000000,my $req		= $self->{required} || [];
0.000415,10000,0.000000,my $ok		= $self->{accepted} || [];
0.000326,10000,0.000000,my $no		= $self->{excluded} || [];
0.000428,10000,0.000000,my $db		= $self->{debug} || 0;
0.001617,10000,0.000000,my @result	= filter( $args, $req, $ok, $no, $db);
0.003688,10000,0.000000,return wantarray ? @result : $result[0];
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,=head1 MODIFIER METHODS
0.000000,0,0.000000,
0.000000,0,0.000000,Modifier methods allow dynamic configuration of filter rules after creation of the filter object.
0.000000,0,0.000000,All methods return C<$self> for method chaining. 
0.000000,0,0.000000,A filter may call its modifier methods more than once, and the changes take effect immediately.
0.000000,0,0.000000,
0.000000,0,0.000000,=head2 set_required
0.000000,0,0.000000,
0.000000,0,0.000000,$filter->set_required(['id', 'name', 'email']);  # Arrayref
0.000000,0,0.000000,$filter->set_required('id', 'name', 'email');    # List
0.000000,0,0.000000,$filter->set_required();                         # Clears to []
0.000000,0,0.000000,
0.000000,0,0.000000,Sets the required field names. Accepts either an arrayref or a list of
0.000000,0,0.000000,field names. Calling with no arguments sets required to empty array.
0.000000,0,0.000000,
0.000000,0,0.000000,=head2 set_accepted
0.000000,0,0.000000,
0.000000,0,0.000000,$filter->set_accepted(['phone', 'city']);  # Arrayref
0.000000,0,0.000000,$filter->set_accepted('phone', 'city');    # List
0.000000,0,0.000000,$filter->set_accepted();                   # Clears to []
0.000000,0,0.000000,$filter->set_accepted(['*']);              # Accept all (except excluded)
0.000000,0,0.000000,
0.000000,0,0.000000,Sets the optional (accepted) field names. Accepts either an arrayref or a
0.000000,0,0.000000,list of field names. Calling with no arguments sets accepted to empty array.
0.000000,0,0.000000,
0.000000,0,0.000000,=head2 set_excluded
0.000000,0,0.000000,
0.000000,0,0.000000,$filter->set_excluded(['password', 'ssn']);  # Arrayref
0.000000,0,0.000000,$filter->set_excluded('password', 'ssn');    # List
0.000000,0,0.000000,$filter->set_excluded();                     # Clears to []
0.000000,0,0.000000,
0.000000,0,0.000000,Sets the excluded field names (fields to always remove). Accepts either an
0.000000,0,0.000000,arrayref or a list of field names. Calling with no arguments sets excluded
0.000000,0,0.000000,to empty array.
0.000000,0,0.000000,
0.000000,0,0.000000,=head2 accept_all
0.000000,0,0.000000,
0.000000,0,0.000000,$filter->accept_all();  # Sets accepted to ['*']
0.000000,0,0.000000,
0.000000,0,0.000000,Convenience method that sets accepted fields to C<['*']> (wildcard mode),
0.000000,0,0.000000,allowing all fields except those in excluded.
0.000000,0,0.000000,
0.000000,0,0.000000,=head2 accept_none
0.000000,0,0.000000,
0.000000,0,0.000000,$filter->accept_none();  # Sets accepted to []
0.000000,0,0.000000,
0.000000,0,0.000000,Convenience method that sets accepted fields to C<[]> (empty array),
0.000000,0,0.000000,allowing only required fields.
0.000000,0,0.000000,
0.000000,0,0.000000,=head3 Modifier Method Examples
0.000000,0,0.000000,
0.000000,0,0.000000,# Method chaining for one-liner configuration
0.000000,0,0.000000,my $filter = Params::Filter->new_filter();
0.000000,0,0.000000,# When needed:
0.000000,0,0.000000,$filter->set_required(['id', 'name'])
0.000000,0,0.000000,->set_accepted(['email', 'phone'])
0.000000,0,0.000000,->set_excluded(['password']);
0.000000,0,0.000000,
0.000000,0,0.000000,# Environment-based configuration
0.000000,0,0.000000,my $filter = Params::Filter->new_filter();
0.000000,0,0.000000,
0.000000,0,0.000000,if ($ENV{MODE} eq 'production') {
0.000000,0,0.000000,$filter->set_required(['api_key'])
0.000000,0,0.000000,->set_accepted(['timeout', 'retries'])
0.000000,0,0.000000,->set_excluded(['debug_info']);
0.000000,0,0.000000,} else {
0.000000,0,0.000000,$filter->set_required(['debug_mode'])
0.000000,0,0.000000,->accept_all();
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,# Dynamic configuration from config file
0.000000,0,0.000000,if ( $DEBUG ) {
0.000000,0,0.000000,my $db_config = load_config('debug_fields.json');
0.000000,0,0.000000,$filter->set_required($db_config->{required})
0.000000,0,0.000000,->set_accepted($db_config->{accepted})
0.000000,0,0.000000,->set_excluded($db_config->{excluded});
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,=head1 FUNCTIONAL INTERFACE
0.000000,0,0.000000,
0.000000,0,0.000000,=head2 filter
0.000000,0,0.000000,
0.000000,0,0.000000,my ($filtered, $status) = filter(
0.000000,0,0.000000,$input_data,     # Hashref, arrayref, or scalar
0.000000,0,0.000000,\@required,      # Arrayref of required field names
0.000000,0,0.000000,\@accepted,      # Arrayref of optional field names (default: [])
0.000000,0,0.000000,\@excluded,      # Arrayref of names of fields to remove (default: [])
0.000000,0,0.000000,$debug_mode,     # Boolean: enable warnings (default: 0)
0.000000,0,0.000000,);
0.000000,0,0.000000,
0.000000,0,0.000000,# Scalar context - returns filtered hashref or undef on failure
0.000000,0,0.000000,my $result = filter($input, \@required, \@accepted);
0.000000,0,0.000000,
0.000000,0,0.000000,Filters input data according to field specifications. Only checks for
0.000000,0,0.000000,presence/absence of fields, not field values.
0.000000,0,0.000000,
0.000000,0,0.000000,=head3 Parameters
0.000000,0,0.000000,
0.000000,0,0.000000,=over 4
0.000000,0,0.000000,
0.000000,0,0.000000,=item * C<$input_data> - Input parameters (hashref, arrayref, or scalar)
0.000000,0,0.000000,
0.000000,0,0.000000,=item * C<\@required> - Arrayref of names of fields that B<must> be present
0.000000,0,0.000000,
0.000000,0,0.000000,=item * C<\@accepted> - Arrayref of optional names of fields to accept (default: [])
0.000000,0,0.000000,
0.000000,0,0.000000,=item * C<\@excluded> - Arrayref of names of fields to remove even if accepted (default: [])
0.000000,0,0.000000,
0.000000,0,0.000000,=item * C<$debug_mode> - Boolean to enable warnings (default: 0)
0.000000,0,0.000000,
0.000000,0,0.000000,=back
0.000000,0,0.000000,
0.000000,0,0.000000,=head3 Returns
0.000000,0,0.000000,
0.000000,0,0.000000,In list context: C<(hashref, status_message)> or C<(undef, error_message)>
0.000000,0,0.000000,
0.000000,0,0.000000,In scalar context: Hashref with filtered parameters, or C<undef> on failure
0.000000,0,0.000000,
0.000000,0,0.000000,=head3 Example
0.000000,0,0.000000,
0.000000,0,0.000000,# Define filter rules (could be from config file)
0.000000,0,0.000000,my @required = qw(username email);
0.000000,0,0.000000,my @accepted = qw(full_name phone);
0.000000,0,0.000000,my @excluded = qw(password ssn);
0.000000,0,0.000000,
0.000000,0,0.000000,# Apply to incoming data from web form
0.000000,0,0.000000,my ($user_data, $msg) = filter(
0.000000,0,0.000000,$form_submission,
0.000000,0,0.000000,\@required,
0.000000,0,0.000000,\@accepted,
0.000000,0,0.000000,\@excluded,
0.000000,0,0.000000,);
0.000000,0,0.000000,
0.000000,0,0.000000,if ($user_data) {
0.000000,0,0.000000,create_user($user_data);
0.000000,0,0.000000,} else {
0.000000,0,0.000000,log_error($msg);
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,=cut
0.000000,0,0.000000,
0.005244,240000,0.000000,sub filter ($args,$req,$ok=[],$no=[],$db=0) {
0.001276,40000,0.000000,my %args		= ();
0.000938,40000,0.000000,my @messages	= ();	# Parsing messages (always reported)
0.000738,40000,0.000000,my @warnings	= ();	# Debug warnings (only when $db is true)
0.000000,0,0.000000,
0.019081,40000,0.000000,if (ref $args eq 'HASH') {
0.000000,0,0.000000,%args	= $args->%*
0.000000,0,0.000000,}
0.000000,0,0.000000,elsif (ref $args eq 'ARRAY') {
0.000000,0,0.000000,if (ref($args->[0]) eq 'HASH') {
0.000000,0,0.000000,%args	= $args->[0]->%*;			# Ignore the rest
0.000000,0,0.000000,}
0.000000,0,0.000000,else {
0.000000,0,0.000000,my @args	= $args->@*;
0.000000,0,0.000000,if (@args == 1) {
0.000000,0,0.000000,%args = ( '_' => $args[0] );	# make it a value with key '_'
0.000000,0,0.000000,my $preview = length($args[0]) > 20
0.000000,0,0.000000,? substr($args[0], 0, 20) . '...'
0.000000,0,0.000000,: $args[0];
0.000000,0,0.000000,push @messages => "Plain text argument accepted with key '_': '$preview'";
0.000000,0,0.000000,}
0.000000,0,0.000000,elsif ( @args % 2 ) {
0.000000,0,0.000000,%args = (@args, 1);				# make last arg element a flag
0.000000,0,0.000000,push @messages => "Odd number of arguments provided; " .
0.000000,0,0.000000,"last element '$args[-1]' converted to flag with value 1";
0.000000,0,0.000000,}
0.000000,0,0.000000,else {
0.000000,0,0.000000,%args = @args;					# turn array into hash pairs
0.000000,0,0.000000,}
0.000000,0,0.000000,}
0.000000,0,0.000000,}
0.000000,0,0.000000,elsif ( !ref $args ) {
0.000000,0,0.000000,%args	= ( '_' => $args);				# make it a value with key '_'
0.000000,0,0.000000,my $preview = length($args) > 20
0.000000,0,0.000000,? substr($args, 0, 20) . '...'
0.000000,0,0.000000,: $args;
0.000000,0,0.000000,push @messages => "Plain text argument accepted with key '_': '$preview'";
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.002991,40000,0.000000,my @required_flds	= $req->@*;
0.000999,40000,0.000000,unless ( keys %args ) {
0.000000,0,0.000000,my $err = "Unable to initialize without required arguments: " .
0.000000,0,0.000000,join ', ' => map { "'$_'" } @required_flds;
0.000000,0,0.000000,return wantarray ? (undef, $err) : undef;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.001654,40000,0.000000,if ( scalar keys(%args) < @required_flds ) {
0.000000,0,0.000000,my $err	= "Unable to initialize without all required arguments: " .
0.000000,0,0.000000,join ', ' => map { "'$_'" } @required_flds;
0.000000,0,0.000000,return wantarray ? (undef, $err) : undef;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,# Now create the output hashref
0.000734,40000,0.000000,my $filtered	= {};
0.000000,0,0.000000,
0.000000,0,0.000000,# Check for each required field
0.000707,40000,0.000000,my @missing_required;
0.000809,40000,0.000000,my $used_keys	= 0;
0.002791,40000,0.000000,for my $fld (@required_flds) {
0.011910,110000,0.000000,if ( exists $args{$fld} ) {
0.009025,110000,0.000000,$filtered->{$fld} = delete $args{$fld};
0.002264,110000,0.000000,$used_keys++;
0.000000,0,0.000000,}
0.000000,0,0.000000,else {
0.000000,0,0.000000,push @missing_required => $fld;
0.000000,0,0.000000,}
0.000000,0,0.000000,}
0.000000,0,0.000000,# Return fast if all set
0.000000,0,0.000000,# required fields assured and no other fields provided
0.005241,40000,0.000000,if ( keys(%args) == 0 ) {
0.000000,0,0.000000,return wantarray ? ($filtered, "Admitted") : $filtered;
0.000000,0,0.000000,}
0.000000,0,0.000000,# required fields assured and no more fields allowed
0.002069,30000,0.000000,if ( scalar keys $filtered->%* == @required_flds and not $ok->@*) {
0.000000,0,0.000000,return wantarray ? ($filtered, "Admitted") : $filtered;
0.000000,0,0.000000,}
0.000000,0,0.000000,# Can't continue
0.000742,30000,0.000000,if ( @missing_required ) {
0.000000,0,0.000000,my $err = "Unable to initialize without required arguments: " .
0.000000,0,0.000000,join ', ' => map { "'$_'" } @missing_required;
0.000000,0,0.000000,return wantarray ? (undef, $err) : undef;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,# Now remove any excluded fields
0.000488,30000,0.000000,my @excluded;
0.002116,30000,0.000000,for my $fld ($no->@*) {
0.008270,80000,0.000000,if ( exists $args{$fld} ) {
0.003663,80000,0.000000,delete $args{$fld};
0.002689,80000,0.000000,push @excluded => $fld;
0.000000,0,0.000000,}
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,# Check if wildcard '*' appears in accepted list
0.002912,30000,0.000000,my $has_wildcard = grep { $_ eq '*' } $ok->@*;
0.000000,0,0.000000,
0.003074,30000,0.000000,if ($has_wildcard) {
0.000000,0,0.000000,# Wildcard present: accept all remaining fields
0.000000,0,0.000000,for my $fld (keys %args) {
0.004474,40000,0.000000,$filtered->{$fld} = delete $args{$fld};
0.000000,0,0.000000,}
0.000000,0,0.000000,}
0.000000,0,0.000000,else {
0.000000,0,0.000000,# Track but don't include if not on @accepted list
0.001730,20000,0.000000,for my $fld ($ok->@*) {
0.005307,40000,0.000000,if ( exists $args{$fld} ) {
0.000000,0,0.000000,$filtered->{$fld} = delete $args{$fld};
0.000000,0,0.000000,}
0.000000,0,0.000000,}
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.001263,30000,0.000000,my @unrecognized	= keys %args;	# Everything left
0.000629,30000,0.000000,if ( $db and @unrecognized > 0 ) {
0.000000,0,0.000000,push @warnings => "Ignoring unrecognized arguments: " .
0.000000,0,0.000000,join ', ' => map { "'$_'" } @unrecognized;
0.000000,0,0.000000,}
0.000501,30000,0.000000,if ( $db and @excluded > 0 ) {
0.000000,0,0.000000,push @warnings => "Ignoring excluded arguments: " .
0.000000,0,0.000000,join ', ' => map { "'$_'" } @excluded;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,# Combine parsing messages (always) with debug warnings (if debug mode)
0.001085,30000,0.000000,my @all_msgs	= (@messages, @warnings);
0.001040,30000,0.000000,my $return_msg	= @all_msgs
0.000000,0,0.000000,? join "\n" => @all_msgs
0.000000,0,0.000000,: "Admitted";
0.000000,0,0.000000,
0.013842,30000,0.000000,return wantarray ? ( $filtered, $return_msg ) : $filtered;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,=head1 RETURN VALUES
0.000000,0,0.000000,
0.000000,0,0.000000,Both L</filter> and L</apply> return different values depending on context:
0.000000,0,0.000000,
0.000000,0,0.000000,=head2 Success
0.000000,0,0.000000,
0.000000,0,0.000000,=over 4
0.000000,0,0.000000,
0.000000,0,0.000000,=item * List context: C<(hashref, "Admitted")> or C<(hashref, warning_message)>
0.000000,0,0.000000,
0.000000,0,0.000000,=item * Scalar context: Hashref with filtered parameters
0.000000,0,0.000000,
0.000000,0,0.000000,=back
0.000000,0,0.000000,
0.000000,0,0.000000,=head2 Failure
0.000000,0,0.000000,
0.000000,0,0.000000,=over 4
0.000000,0,0.000000,
0.000000,0,0.000000,=item * List context: C<(undef, error_message)>
0.000000,0,0.000000,
0.000000,0,0.000000,=item * Scalar context: C<undef>
0.000000,0,0.000000,
0.000000,0,0.000000,=back
0.000000,0,0.000000,
0.000000,0,0.000000,=head2 Common Status Messages
0.000000,0,0.000000,
0.000000,0,0.000000,=over 4
0.000000,0,0.000000,
0.000000,0,0.000000,=item * "Admitted" - All required fields present, filtering successful
0.000000,0,0.000000,
0.000000,0,0.000000,=item * "Plain text argument accepted with key '_': '...'" - Parsing message (always shown)
0.000000,0,0.000000,
